Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Day,Weekday,Quarter,Year,Is_Weekend,Season,Total Amount_Daily,Rolling_7D,Lag_1,Lag_7,Purchase_Frequency,Average_Spend,Category_Popularity
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,7,29,Saturday,3,2023,True,Summer,575,2117.8571428571427,3450.0,150.0,1,500.0,301
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,6,17,Saturday,2,2023,True,Summer,1450,950.0,230.0,2750.0,1,50.0,301
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,7,26,Wednesday,3,2023,False,Summer,1000,1831.4285714285713,2000.0,950.0,1,300.0,301
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,12,23,Saturday,4,2023,True,Winter,1850,1291.4285714285713,1000.0,1130.0,1,25.0,337
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,6,1,Thursday,2,2023,False,Summer,160,1156.4285714285713,2300.0,2600.0,1,25.0,344
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,10,11,Wednesday,4,2023,False,Autumn,2250,1588.5714285714287,2120.0,3010.0,1,50.0,337
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,3,7,Tuesday,1,2023,False,Spring,3040,973.5714285714286,625.0,2180.0,1,500.0,344
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,4,9,Sunday,2,2023,True,Spring,2235,2372.1428571428573,2450.0,1200.0,1,30.0,344
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,8,4,Friday,3,2023,False,Summer,260,535.7142857142857,375.0,3450.0,1,50.0,301
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,12,7,Thursday,4,2023,False,Winter,1400,1755.0,2940.0,460.0,1,300.0,344
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,7,14,Friday,3,2023,False,Summer,5125,1180.0,100.0,780.0,1,300.0,337
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,12,13,Wednesday,4,2023,False,Winter,725,1631.4285714285713,200.0,2940.0,1,25.0,337
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,3,31,Friday,1,2023,False,Spring,1200,805.0,200.0,250.0,1,300.0,344
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,11,12,Sunday,4,2023,True,Autumn,225,1387.142857142857,115.0,500.0,1,50.0,301
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,10,19,Thursday,4,2023,False,Autumn,1860,1386.4285714285713,2025.0,475.0,1,300.0,301
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,6,4,Sunday,2,2023,True,Summer,1030,857.8571428571429,1025.0,75.0,1,50.0,337
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,7,27,Thursday,3,2023,False,Summer,1190,1707.142857142857,1000.0,2060.0,1,30.0,301
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,10,8,Sunday,4,2023,True,Autumn,2025,1854.2857142857142,2500.0,2800.0,1,25.0,344
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,6,5,Monday,2,2023,False,Summer,100,700.7142857142857,1030.0,1200.0,1,50.0,337
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,5,27,Saturday,2,2023,True,Spring,2200,2862.1428571428573,2020.0,725.0,1,500.0,344
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,4,18,Tuesday,2,2023,False,Spring,500,503.57142857142856,25.0,60.0,1,25.0,337
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,8,9,Wednesday,3,2023,False,Summer,1010,1679.2857142857142,1385.0,50.0,1,30.0,344
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,10,24,Tuesday,4,2023,False,Autumn,2200,1276.4285714285713,800.0,175.0,1,50.0,337
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,11,7,Tuesday,4,2023,False,Autumn,1560,1589.2857142857142,2700.0,1790.0,1,30.0,301
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,12,2,Saturday,4,2023,True,Winter,3030,1092.857142857143,110.0,150.0,1,30.0,344
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,6,14,Wednesday,2,2023,False,Summer,900,1574.2857142857142,500.0,150.0,1,300.0,344
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,8,27,Sunday,3,2023,True,Summer,1725,1277.857142857143,955.0,90.0,1,300.0,337
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,8,15,Tuesday,3,2023,False,Summer,970,911.4285714285714,1230.0,1385.0,1,50.0,337
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,8,15,Tuesday,3,2023,False,Summer,970,911.4285714285714,1230.0,1385.0,1,500.0,344
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,12,12,Tuesday,4,2023,False,Winter,200,1947.857142857143,950.0,2475.0,1,50.0,337
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,4,20,Thursday,2,2023,False,Spring,3375,1140.7142857142858,2725.0,1590.0,1,500.0,344
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,9,19,Tuesday,3,2023,False,Autumn,160,762.1428571428571,1000.0,2200.0,1,30.0,301
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,8,31,Thursday,3,2023,False,Summer,2360,1388.5714285714287,2630.0,1730.0,1,25.0,337
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,3,28,Tuesday,1,2023,False,Spring,100,1046.4285714285713,590.0,3500.0,1,50.0,344
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,12,4,Monday,4,2023,False,Winter,1730,1163.5714285714287,600.0,235.0,1,50.0,301
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,2,13,Monday,1,2023,False,Winter,3600,1620.0,500.0,625.0,1,500.0,301
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,5,26,Friday,2,2023,False,Spring,2020,2651.4285714285716,2600.0,1350.0,1,30.0,344
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,9,21,Thursday,3,2023,False,Autumn,105,770.0,160.0,50.0,1,30.0,337
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,12,6,Wednesday,4,2023,False,Winter,2940,1620.7142857142858,2475.0,1825.0,1,500.0,344
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,11,21,Tuesday,4,2023,False,Autumn,1060,1182.857142857143,50.0,1080.0,1,30.0,301
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,11,14,Tuesday,4,2023,False,Autumn,1080,1073.5714285714287,1225.0,2700.0,1,300.0,344
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,6,21,Wednesday,2,2023,False,Summer,175,872.8571428571429,190.0,900.0,1,25.0,337
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,2,17,Friday,1,2023,False,Winter,5890,2200.714285714286,900.0,600.0,1,50.0,301
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,5,1,Monday,2,2023,False,Spring,625,676.4285714285714,155.0,170.0,1,25.0,344
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,12,11,Monday,4,2023,False,Winter,950,2272.8571428571427,1420.0,1730.0,1,50.0,337
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,6,8,Thursday,2,2023,False,Summer,1700,872.1428571428571,150.0,160.0,1,300.0,301
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,4,26,Wednesday,2,2023,False,Spring,270,1039.2857142857142,160.0,2725.0,1,30.0,337
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,4,12,Wednesday,2,2023,False,Spring,1590,1383.5714285714287,50.0,1620.0,1,500.0,301
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,3,17,Friday,1,2023,False,Spring,1075,682.1428571428571,1000.0,25.0,1,300.0,344
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,1,13,Friday,1,2023,False,Winter,1930,576.4285714285714,280.0,1100.0,1,25.0,337
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,1,24,Tuesday,1,2023,False,Winter,2250,1369.2857142857142,3120.0,4000.0,1,500.0,301
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,5,6,Saturday,2,2023,True,Spring,990,699.2857142857143,1520.0,1960.0,1,30.0,337
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,9,1,Friday,3,2023,False,Autumn,1375,1398.5714285714287,2360.0,1305.0,1,300.0,337
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,11,9,Thursday,4,2023,False,Autumn,3100,1581.4285714285713,210.0,1915.0,1,500.0,344
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,2,7,Tuesday,1,2023,False,Winter,2100,1850.7142857142858,625.0,2100.0,1,300.0,337
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,8,22,Tuesday,3,2023,False,Summer,1275,1226.4285714285713,1560.0,1230.0,1,300.0,301
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,8,1,Tuesday,3,2023,False,Summer,720,1243.5714285714287,1500.0,2000.0,1,30.0,301
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,11,19,Sunday,4,2023,True,Autumn,300,1353.5714285714287,1130.0,225.0,1,50.0,301
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,10,22,Sunday,4,2023,True,Autumn,1950,1281.4285714285713,50.0,1500.0,1,500.0,301
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,4,10,Monday,2,2023,False,Spring,60,1752.142857142857,2235.0,4400.0,1,30.0,344
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,12,23,Saturday,4,2023,True,Winter,1850,1291.4285714285713,1000.0,1130.0,1,300.0,337
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,7,16,Sunday,3,2023,True,Summer,190,1281.4285714285713,3000.0,220.0,1,30.0,344
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,9,11,Monday,3,2023,False,Autumn,2200,920.0,200.0,1000.0,1,50.0,337
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,7,24,Monday,3,2023,False,Summer,4610,1565.7142857142858,2000.0,3000.0,1,500.0,337
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,5,5,Friday,2,2023,False,Spring,1520,837.8571428571429,1140.0,135.0,1,50.0,337
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,3,17,Friday,1,2023,False,Spring,1075,682.1428571428571,1000.0,25.0,1,25.0,344
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,12,2,Saturday,4,2023,True,Winter,3030,1092.857142857143,110.0,150.0,1,500.0,337
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,12,19,Tuesday,4,2023,False,Winter,790,1300.7142857142858,2250.0,200.0,1,50.0,344
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,2,24,Friday,1,2023,False,Winter,3200,1152.857142857143,30.0,5890.0,1,500.0,301
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,8,6,Sunday,3,2023,True,Summer,2500,1515.7142857142858,5205.0,270.0,1,500.0,337
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,4,23,Sunday,2,2023,True,Spring,2905,1417.857142857143,225.0,300.0,1,30.0,344
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,4,1,Saturday,2,2023,True,Spring,4400,1201.4285714285713,1200.0,1625.0,1,300.0,301
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,12,23,Saturday,4,2023,True,Winter,1850,1291.4285714285713,1000.0,1130.0,1,25.0,344
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,9,23,Saturday,3,2023,True,Autumn,100,622.1428571428571,140.0,75.0,1,50.0,344
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,8,26,Saturday,3,2023,True,Summer,955,1044.2857142857142,395.0,2160.0,1,30.0,337
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,1,26,Thursday,1,2023,False,Winter,2570,1504.2857142857142,50.0,30.0,1,50.0,301
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,10,13,Friday,4,2023,False,Autumn,1175,1534.2857142857142,475.0,1500.0,1,25.0,337
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,5,8,Monday,2,2023,False,Spring,4200,1330.0,995.0,625.0,1,25.0,337
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,3,4,Saturday,1,2023,True,Spring,1000,969.2857142857143,970.0,2550.0,1,500.0,301
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,8,22,Tuesday,3,2023,False,Summer,1275,1226.4285714285713,1560.0,1230.0,1,25.0,301
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,3,10,Friday,1,2023,False,Spring,175,926.4285714285714,1200.0,970.0,1,50.0,344
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,8,26,Saturday,3,2023,True,Summer,955,1044.2857142857142,395.0,2160.0,1,300.0,301
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,12,8,Friday,4,2023,False,Winter,2800,2139.285714285714,1400.0,110.0,1,300.0,344
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,9,29,Friday,3,2023,False,Autumn,2550,685.0,425.0,105.0,1,500.0,344
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,10,14,Saturday,4,2023,True,Autumn,110,1192.857142857143,1175.0,2500.0,1,50.0,344
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,11,1,Wednesday,4,2023,False,Autumn,1450,1779.2857142857142,1790.0,2200.0,1,50.0,301
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,6,12,Monday,2,2023,False,Summer,50,1674.2857142857142,3300.0,100.0,1,25.0,337
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,8,15,Tuesday,3,2023,False,Summer,970,911.4285714285714,1230.0,1385.0,1,50.0,344
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,11,10,Friday,4,2023,False,Autumn,115,1426.4285714285713,3100.0,1200.0,1,30.0,337
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,9,16,Saturday,3,2023,True,Autumn,2150,867.8571428571429,75.0,1125.0,1,25.0,337
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,8,7,Monday,3,2023,False,Summer,1020,1447.142857142857,2500.0,1500.0,1,30.0,301
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,10,8,Sunday,4,2023,True,Autumn,2025,1854.2857142857142,2500.0,2800.0,1,500.0,337
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,8,17,Thursday,3,2023,False,Summer,900,895.7142857142857,970.0,1010.0,1,300.0,337
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,3,23,Thursday,1,2023,False,Spring,1950,1795.0,1390.0,1000.0,1,500.0,301
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,9,1,Friday,3,2023,False,Autumn,1375,1398.5714285714287,2360.0,1305.0,1,300.0,344
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,8,19,Saturday,3,2023,True,Summer,2160,1280.0,1630.0,900.0,1,500.0,337
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,5,13,Saturday,2,2023,True,Spring,800,1283.5714285714287,100.0,990.0,1,50.0,301
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,5,7,Sunday,2,2023,True,Spring,995,819.2857142857143,990.0,155.0,1,30.0,337
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,11,23,Thursday,4,2023,False,Autumn,1590,1277.142857142857,2200.0,1500.0,1,300.0,337
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,5,22,Monday,2,2023,False,Spring,1810,2520.714285714286,2900.0,1680.0,1,25.0,344
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,9,24,Sunday,3,2023,True,Autumn,390,370.7142857142857,100.0,2150.0,1,30.0,337
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,9,6,Wednesday,3,2023,False,Autumn,1765,1242.857142857143,530.0,2630.0,1,25.0,301
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,11,17,Friday,4,2023,False,Autumn,2610,1197.857142857143,1500.0,3100.0,1,30.0,337
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,5,3,Wednesday,2,2023,False,Spring,300,681.4285714285714,165.0,270.0,1,30.0,344
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,5,21,Sunday,2,2023,True,Spring,2900,2502.1428571428573,725.0,1060.0,1,500.0,344
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,8,14,Monday,3,2023,False,Summer,1230,970.7142857142857,700.0,1020.0,1,300.0,301
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,2,9,Thursday,1,2023,False,Winter,600,1129.2857142857142,425.0,1375.0,1,300.0,344
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,1,1,Monday,1,2024,False,Winter,1530,1547.857142857143,50.0,200.0,1,30.0,337
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,5,27,Saturday,2,2023,True,Spring,2200,2862.1428571428573,2020.0,725.0,1,50.0,344
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,5,1,Monday,2,2023,False,Spring,625,676.4285714285714,155.0,170.0,1,50.0,301
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,5,20,Saturday,2,2023,True,Spring,725,2239.285714285714,1350.0,800.0,1,25.0,344
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,6,21,Wednesday,2,2023,False,Summer,175,872.8571428571429,190.0,900.0,1,25.0,344
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,6,13,Tuesday,2,2023,False,Summer,500,1467.142857142857,50.0,1950.0,1,500.0,344
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,10,4,Wednesday,4,2023,False,Autumn,3010,2157.1428571428573,2170.0,100.0,1,30.0,301
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,2,11,Saturday,1,2023,True,Winter,2215,1381.4285714285713,1900.0,1120.0,1,25.0,344
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,3,12,Sunday,1,2023,True,Spring,525,870.0,500.0,420.0,1,25.0,344
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,3,19,Sunday,1,2023,True,Spring,80,728.5714285714286,1620.0,175.0,1,30.0,337
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,4,29,Saturday,2,2023,True,Spring,1960,1004.2857142857143,135.0,225.0,1,500.0,301
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,7,16,Sunday,3,2023,True,Summer,190,1281.4285714285713,3000.0,220.0,1,25.0,344
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,12,22,Friday,4,2023,False,Winter,1000,1188.5714285714287,300.0,2050.0,1,500.0,301
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,3,20,Monday,1,2023,False,Spring,2950,1078.5714285714287,80.0,500.0,1,300.0,344
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,12,28,Thursday,4,2023,False,Winter,2075,1272.142857142857,700.0,300.0,1,500.0,344
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,4,20,Thursday,2,2023,False,Spring,3375,1140.7142857142858,2725.0,1590.0,1,50.0,344
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,2,2,Thursday,1,2023,False,Winter,1375,1538.5714285714287,4700.0,2570.0,1,50.0,337
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,8,1,Tuesday,3,2023,False,Summer,720,1243.5714285714287,1500.0,2000.0,1,500.0,337
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,7,28,Friday,3,2023,False,Summer,3450,2057.1428571428573,1190.0,1000.0,1,50.0,337
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,6,19,Monday,2,2023,False,Summer,2945,1020.7142857142857,900.0,50.0,1,300.0,301
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,10,5,Thursday,4,2023,False,Autumn,530,2172.1428571428573,3010.0,425.0,1,30.0,301
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,8,27,Sunday,3,2023,True,Summer,1725,1277.857142857143,955.0,90.0,1,50.0,337
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,8,1,Tuesday,3,2023,False,Summer,720,1243.5714285714287,1500.0,2000.0,1,50.0,301
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,2,1,Wednesday,1,2023,False,Winter,4700,1709.2857142857142,2100.0,50.0,1,500.0,344
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,4,16,Sunday,2,2023,True,Spring,300,756.4285714285714,700.0,2450.0,1,300.0,344
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,8,4,Friday,3,2023,False,Summer,260,535.7142857142857,375.0,3450.0,1,30.0,344
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,7,19,Wednesday,3,2023,False,Summer,2060,1636.4285714285713,950.0,200.0,1,500.0,337
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,10,27,Friday,4,2023,False,Autumn,3650,1841.4285714285713,740.0,50.0,1,500.0,301
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,12,23,Saturday,4,2023,True,Winter,1850,1291.4285714285713,1000.0,1130.0,1,300.0,337
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,1,11,Wednesday,1,2023,False,Winter,280,457.85714285714283,230.0,1240.0,1,30.0,301
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,10,22,Sunday,4,2023,True,Autumn,1950,1281.4285714285713,50.0,1500.0,1,300.0,344
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,7,14,Friday,3,2023,False,Summer,5125,1180.0,100.0,780.0,1,30.0,337
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,9,2,Saturday,3,2023,True,Autumn,1370,1537.857142857143,1375.0,395.0,1,300.0,301
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,6,30,Friday,2,2023,False,Summer,1030,1947.142857142857,2150.0,170.0,1,500.0,344
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,6,2,Friday,2,2023,False,Summer,150,889.2857142857143,160.0,2020.0,1,25.0,337
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,7,19,Wednesday,3,2023,False,Summer,2060,1636.4285714285713,950.0,200.0,1,50.0,337
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,8,3,Thursday,3,2023,False,Summer,375,991.4285714285714,50.0,1190.0,1,300.0,337
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,10,3,Tuesday,4,2023,False,Autumn,2170,1741.4285714285713,1245.0,1090.0,1,25.0,344
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,10,7,Saturday,4,2023,True,Autumn,2500,1965.0,1500.0,2900.0,1,50.0,337
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,11,5,Sunday,4,2023,True,Autumn,1800,1247.142857142857,500.0,1250.0,1,300.0,344
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,4,23,Sunday,2,2023,True,Spring,2905,1417.857142857143,225.0,300.0,1,30.0,344
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,9,7,Thursday,3,2023,False,Autumn,420,965.7142857142857,1765.0,2360.0,1,50.0,344
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,4,23,Sunday,2,2023,True,Spring,2905,1417.857142857143,225.0,300.0,1,500.0,301
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,5,20,Saturday,2,2023,True,Spring,725,2239.285714285714,1350.0,800.0,1,25.0,337
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,8,12,Saturday,3,2023,True,Summer,1370,1197.857142857143,900.0,5205.0,1,50.0,337
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,9,6,Wednesday,3,2023,False,Autumn,1765,1242.857142857143,530.0,2630.0,1,50.0,344
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,1,15,Sunday,1,2023,True,Winter,660,782.1428571428571,1550.0,150.0,1,500.0,344
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,7,19,Wednesday,3,2023,False,Summer,2060,1636.4285714285713,950.0,200.0,1,300.0,337
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,6,22,Thursday,2,2023,False,Summer,1220,1015.7142857142857,175.0,220.0,1,30.0,344
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,12,9,Saturday,4,2023,True,Winter,3925,2267.1428571428573,2800.0,3030.0,1,500.0,337
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,12,14,Thursday,4,2023,False,Winter,660,1525.7142857142858,725.0,1400.0,1,30.0,301
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,7,27,Thursday,3,2023,False,Summer,1190,1707.142857142857,1000.0,2060.0,1,300.0,344
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,3,26,Sunday,1,2023,True,Spring,1420,1869.2857142857142,1625.0,80.0,1,50.0,337
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,8,28,Monday,3,2023,False,Summer,350,1105.0,1725.0,1560.0,1,30.0,344
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,3,7,Tuesday,1,2023,False,Spring,3040,973.5714285714286,625.0,2180.0,1,25.0,337
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,11,15,Wednesday,4,2023,False,Autumn,1630,1083.5714285714287,1080.0,1560.0,1,25.0,337
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,10,1,Sunday,4,2023,True,Autumn,2800,1465.0,2900.0,100.0,1,500.0,344
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,1,14,Saturday,1,2023,True,Winter,1550,709.2857142857143,1930.0,620.0,1,300.0,301
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,7,21,Friday,3,2023,False,Summer,1000,1775.0,2060.0,30.0,1,500.0,337
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,10,31,Tuesday,4,2023,False,Autumn,1790,1886.4285714285713,75.0,800.0,1,500.0,337
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,10,16,Monday,4,2023,False,Autumn,2860,1498.5714285714287,1500.0,195.0,1,500.0,337
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,12,6,Wednesday,4,2023,False,Winter,2940,1620.7142857142858,2475.0,1825.0,1,25.0,301
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,1,14,Saturday,1,2023,True,Winter,1550,709.2857142857143,1930.0,620.0,1,25.0,301
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,2,12,Sunday,1,2023,True,Winter,500,1195.0,2215.0,1805.0,1,500.0,344
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,11,26,Sunday,4,2023,True,Autumn,1600,1108.5714285714287,150.0,300.0,1,25.0,301
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,8,8,Tuesday,3,2023,False,Summer,1385,1542.142857142857,1020.0,720.0,1,300.0,344
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,3,11,Saturday,1,2023,True,Spring,500,855.0,175.0,1000.0,1,500.0,344
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,8,25,Friday,3,2023,False,Summer,395,1216.4285714285713,1305.0,1630.0,1,25.0,301
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,4,4,Tuesday,2,2023,False,Spring,1620,1517.142857142857,2600.0,590.0,1,30.0,344
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,1,26,Thursday,1,2023,False,Winter,2570,1504.2857142857142,50.0,30.0,1,500.0,301
